,name,segment,change_time,falling_velocity_combine,bouncing_velocity_combine,change_velocity_combine,acceleration_combine,energy_change_combine,falling_velocity_x,bouncing_velocity_x,change_velocity_x,acceleration_x,energy_change_x,falling_velocity_y,bouncing_velocity_y,change_velocity_y,acceleration_y,energy_change_y,falling_velocity_z,bouncing_velocity_z,change_velocity_z,acceleration_z,energy_change_z,airbag_condition,ID_sort,direction,height
58,P10_122,Left Upper Arm,13,-1.658576157,1.133156697402879,2.791732854536461,0.2147486811181893,41.07,-0.080846,0.382727,0.463573,0.035659462,-3.92,0.0434,-1.065902,-1.109302,-0.085330923,-31.76,-1.656036,0.037644,1.69368,0.13028307692307692,76.75,without,P10,right,18 cm
59,P10_122,Right Forearm,19,-1.517677325,0.6208704144191443,2.138547739375935,0.1125551441776808,53.7,-0.109804,0.446381,0.5561849999999999,0.029272894736842102,-5.24,-0.095316,0.054134,0.14945,0.007865789,0.17,-1.510696,0.428128,1.938824,0.10204336842105263,58.77,without,P10,right,18 cm
60,P10_122,Left Forearm,18,-1.783608362,0.9302131294052993,2.713821491565838,0.15076786064254655,64.85,-0.080907,0.509527,0.5904339999999999,0.032801889,-7.09,0.514722,-0.777433,-1.292155,-0.071786389,-9.5,-1.705806,0.03573,1.741536,0.096752,81.44,without,P10,right,18 cm
61,P10_122,Pelvis,17,-1.964851007,1.2421746648986205,3.207025671797108,0.18864856892924164,64.89,0.55051,-0.064944,-0.615454,-0.036203176,8.37,-0.507941,-0.080608,0.42733299999999996,0.025137235294117644,7.04,-1.816473,1.237854,3.054327,0.17966629411764704,49.48,without,P10,right,18 cm
62,P10_122,Right Upper Leg,48,-1.283636068,0.3488136778854866,1.6324497461466585,0.034009369711388716,42.73,0.194068,0.175786,-0.018282,-0.000380875,0.19,0.041139,-0.2761,-0.317239,-0.006609146,-2.09,-1.268214,0.120578,1.388792,0.028933166666666666,44.63,without,P10,right,18 cm
63,P10_122,Left Upper Leg,27,-1.335147251,0.7784032846050948,2.113550535135163,0.078279649,32.95,-0.01293,0.004766,0.017696,0.000655407,0,0.103033,-0.154102,-0.257135,-0.009523519,-0.37,-1.331103,0.762982,2.0940849999999998,0.077558704,33.31,without,P10,right,18 cm
64,P10_122,Neck,30,-1.504009892,0.9344872145091124,2.4384971063190033,0.081283237,38.89,0.191074,-0.615844,-0.806918,-0.026897267,-9.6,-0.122381,0.690817,0.813198,0.027106599999999998,-12.94,-1.486795,0.129516,1.616311,0.053877033,61.43,without,P10,right,18 cm
65,P10_122,Right Shoulder,30,-1.312643753,0.3698042765058295,1.6824480290072459,0.056081600966908195,44.42,-0.066887,-0.002479,0.064408,0.002146933,0.13,0.025214,-0.245616,-0.27083,-0.009027667,-1.67,-1.310696,0.276445,1.5871410000000001,0.052904700000000006,45.96,without,P10,right,18 cm
66,P10_122,Left Shoulder,29,-1.436501208,0.4545581803872855,1.8910593887463318,0.065208944,51.99,0.068327,0.301338,0.233011,0.008034862,-2.41,-0.146548,0.054997,0.201545,0.006949828,0.52,-1.427372,0.335848,1.76322,0.060800689655172414,53.89,without,P10,right,18 cm
67,P10_122,Right Shoulder,30,-1.312643753,0.3698042765058295,1.6824480290072459,0.056081600966908195,44.42,-0.066887,-0.002479,0.064408,0.002146933,0.13,0.025214,-0.245616,-0.27083,-0.009027667,-1.67,-1.310696,0.276445,1.5871410000000001,0.052904700000000006,45.96,without,P10,right,18 cm
68,P10_122,Left Shoulder,29,-1.436501208,0.4545581803872855,1.8910593887463318,0.065208944,51.99,0.068327,0.301338,0.233011,0.008034862,-2.41,-0.146548,0.054997,0.201545,0.006949828,0.52,-1.427372,0.335848,1.76322,0.060800689655172414,53.89,without,P10,right,18 cm
69,P10_122,T12,27,-1.541805751,0.5878679361608353,2.1296736869722013,0.078876803,56.88,0.100321,-0.155989,-0.25631,-0.009492963,-0.4,-0.032885,0.125882,0.158767,0.005880259,-0.41,-1.538187,0.552639,2.090826,0.077438,57.7,without,P10,right,18 cm
70,P10_123,T8,19,-2.120481476,1.954826777807947,4.075308254067761,0.21448990810882954,18.9,0.29871,0.672765,0.37405499999999997,0.019687105263157895,-10.17,0.186119,-0.131967,-0.318086,-0.016741368,0.48,-2.09107,1.830661,3.9217310000000003,0.20640689473684212,28.6,without,P10,right,25 cm
71,P10_123,Right Upper Arm,37,-2.057923037,0.7313712054722964,2.7892942424671205,0.075386331,103.6,-0.446087,0.599873,1.04596,0.028269189,-4.5,0.570255,-0.412584,-0.982839,-0.026563216,4.34,-1.92636,0.069503,1.9958630000000002,0.053942243243243246,103.77,without,P10,right,25 cm
72,P10_123,Left Upper Arm,28,-2.174567602,0.7793912586275266,2.953958860305846,0.10549853072520879,115.4,-0.247902,0.169596,0.41749800000000004,0.014910642857142858,0.92,0.046797,0.26958,0.22278299999999998,0.007956536,-1.97,-2.159884,0.711347,2.871231,0.10254396428571429,116.45,without,P10,right,25 cm
73,P10_123,Right Forearm,41,-2.264001919,1.010323792864941,3.2743257115825464,0.079861603,114.94,0.160903,0.987216,0.826313,0.020153975609756097,-26.56,0.004742,-0.213662,-0.218404,-0.005326927,-1.28,-2.258272,0.022523,2.280795,0.055629146,142.78,without,P10,right,25 cm
74,P10_123,Left Forearm,29,-2.660973316,0.7363046852193731,3.3972780016678863,0.11714751729889263,183.08,-0.304541,0.211646,0.516187,0.017799552,1.34,-0.063797,0.214596,0.278393,0.009599759,-1.18,-2.642719,0.671788,3.314507,0.1142933448275862,182.91,without,P10,right,25 cm
75,P10_123,Pelvis,17,-2.286274429,1.3998236119629501,3.6860980413442963,0.21682929654966449,91.49,0.261653,-0.065272,-0.326925,-0.019230882,1.8,-0.008947,-0.499369,-0.490422,-0.028848353,-6.98,-2.271235,1.306092,3.577327,0.210431,96.67,without,P10,right,25 cm
76,P10_123,Right Upper Leg,13,-1.857067605,1.1806641126759974,3.0377317176632257,0.2336716705894789,57.53,0.135391,-1.031878,-1.167269,-0.089789923,-29.3,-0.125394,0.550941,0.676335,0.052025769,-8.06,-1.847876,0.160186,2.0080620000000002,0.1544663076923077,94.89,without,P10,right,25 cm
77,P10_123,Left Upper Leg,18,-2.313151683,1.1741979062768764,3.4873495897764695,0.19374164387647053,111.21,0.146221,0.165889,0.019668,0.001092667,-0.17,0.182506,-0.64594,-0.828446,-0.046024778,-10.75,-2.3013,0.966428,3.267728,0.18154044444444445,122.14,without,P10,right,25 cm
78,P10_123,Neck,25,-1.95743037,1.7185117842790603,3.6759421544217634,0.14703768617687055,24.59,0.200984,-1.628431,-1.829415,-0.0731766,-73.12,-0.130449,0.499824,0.630273,0.025210919999999998,-6.52,-1.94271,0.227313,2.170023,0.08680092,104.23,without,P10,right,25 cm
79,P10_123,Right Shoulder,38,-1.728691403,0.7312630048641869,2.4599544078193243,0.064735642,68.7,0.018863,0.409903,0.39104,0.010290526315789474,-4.69,0.017391,-0.506443,-0.523834,-0.013785105,-7.17,-1.728501,0.332025,2.0605260000000003,0.054224368,80.57,without,P10,right,25 cm
